id,nom,ville,arrondissement,quartier,latitude,longitude,telephone,email,pharmacie_de_garde,type_garde,horaires,livraison_domicile,parapharmacie,materiel_medical
PHA0396,Pharmacie du Nsam,Yaoundé,Yaoundé VII,Nsam,3.855119,11.442209,+237 690 100 988,nsam@pharmacie.cm,Oui,Nuit,20h00 — 08h00,Non,Oui,Oui
PHA0397,Pharmacie Simo,Yaoundé,Yaoundé VII,Nkoldongo,3.760373,11.483177,+237 695 345 462,simo@sante.cm,Non,Standard,Lun–Dim 08h00–20h00,Oui,Oui,Oui
PHA0398,Officine Eba de Nyalla,Douala,Douala III,Nyalla,3.976118,9.737451,+237 690 765 161,ebanyalla@yahoo.fr,Non,Standard,Lun–Ven 08h00–19h00,Non,Oui,Non
PHA0399,Officine Kuitche de Nkol-Eton,Yaoundé,Yaoundé II,Nkol-Eton,3.793952,11.43055,+237 697 926 151,kuitchenkol-et@yahoo.fr,Non,Standard,Lun–Sam 07h00–21h00,Non,Oui,Non
PHA0400,Pharmacie du Santa Barbara,Yaoundé,Yaoundé I,Santa Barbara,3.934143,11.462993,+237 679 147 593,santabarbara@hotmail.com,Non,Standard,Lun–Dim 08h00–20h00,Non,Oui,Oui
PHA0401,Officine Simo de Bali,Douala,Douala I,Bali,4.124449,9.714166,+237 696 572 417,simobali@sante.cm,Oui,Weekend,Sam–Dim 08h00 — 20h00,Oui,Non,Non
PHA0402,Officine Elong de Ndogbong,Douala,Douala I,Ndogbong,4.104038,9.755762,+237 679 363 848,elongndogbong@pharmacie.cm,Oui,Nuit,20h00 — 08h00,Oui,Non,Oui
PHA0403,Pharmacie de Ekounou,Yaoundé,Yaoundé II,Ekounou,3.89658,11.449906,+237 679 502 780,ekounou@pharmacie.cm,Oui,Permanente,24h/24 — 7j/7,Non,Non,Non
PHA0404,Pharmacie Camille Nkongmondo,Douala,Douala I,Nkongmondo,4.048966,9.744794,+237 691 185 429,camilnkongmond@hotmail.com,Non,Standard,Lun–Sam 07h30–20h00,Non,Oui,Non
PHA0405,Officine Nkoa de Nkol-Afeme,Yaoundé,Yaoundé V,Nkol-Afeme,3.762928,11.516578,+237 679 903 624,nkoankol-afeme@gmail.com,Oui,Permanente,24h/24 — 7j/7,Non,Oui,Oui
PHA0406,Pharmacie du Ndogpassi,Douala,Douala V,Ndogpassi,4.114521,9.652394,+237 243 717 290,ndogpassi@gmail.com,Oui,Permanente,24h/24 — 7j/7,Non,Oui,Non
PHA0407,Officine Nlend de Ngousso,Yaoundé,Yaoundé II,Ngousso,3.785985,11.507608,+237 654 865 151,nlendngousso@gmail.com,Non,Standard,Lun–Sam 08h00–18h30,Non,Oui,Non
PHA0408,Pharmacie de Nkongmondo,Douala,Douala IV,Nkongmondo,4.127836,9.686523,+237 699 096 903,nkongmondo@gmail.com,Oui,Nuit,20h00 — 08h00,Non,Non,Non
PHA0409,Officine Moussa de Nkomo,Yaoundé,Yaoundé II,Nkomo,3.81815,11.589696,+237 233 315 734,moussankomo@yahoo.fr,Oui,Nuit,20h00 — 08h00,Non,Oui,Non
PHA0410,Pharmacie Marc PK10,Douala,Douala VI,PK10,4.090698,9.741657,+237 243 323 332,marcpk10@sante.cm,Non,Standard,Lun–Sam 07h00–21h00,Non,Oui,Oui
PHA0411,Pharmacie Saint-Michel,Yaoundé,Yaoundé VI,Essos,3.816957,11.492996,+237 692 766 971,michel@hotmail.com,Non,Standard,Lun–Sam 08h00–18h30,Non,Oui,Oui
PHA0412,Pharmacie Monique Bali,Douala,Douala I,Bali,4.035913,9.752711,+237 698 633 181,moniquebali@pharmacie.cm,Non,Standard,Lun–Sam 07h30–20h00,Non,Oui,Non
PHA0413,Pharmacie de PK8,Douala,Douala III,PK8,3.982053,9.652673,+237 698 530 608,pk8@yahoo.fr,Non,Standard,Lun–Ven 08h00–19h00,Non,Oui,Non
PHA0414,Pharmacie Élisabeth Simbock,Yaoundé,Yaoundé V,Simbock,3.875145,11.600602,+237 693 425 797,élisabethsimbo@hotmail.com,Non,Standard,Lun–Ven 08h00–19h00,Oui,Oui,Non
PHA0415,Pharmacie Gabriel Nkongmondo,Douala,Douala IV,Nkongmondo,4.114654,9.735757,+237 679 278 675,gabrielnkongmo@sante.cm,Oui,Nuit,20h00 — 08h00,Non,Non,Non
PHA0416,Officine Biyiti de Odza,Yaoundé,Yaoundé VII,Odza,3.9039,11.458336,+237 222 540 477,biyitiodza@pharmacie.cm,Oui,Nuit,20h00 — 08h00,Non,Oui,Non
PHA0417,Pharmacie Anne Ndoghem,Douala,Douala III,Ndoghem,4.071503,9.630754,+237 690 888 509,annendoghem@sante.cm,Oui,Nuit,20h00 — 08h00,Non,Non,Oui
PHA0418,Officine Eba de Briqueterie,Yaoundé,Yaoundé I,Briqueterie,3.895444,11.415446,+237 651 261 280,ebabriqueterie@hotmail.com,Non,Standard,Lun–Sam 08h00–18h30,Oui,Non,Oui
PHA0419,Pharmacie Jean Bonapriso,Douala,Douala VI,Bonapriso,4.066383,9.651736,+237 690 011 700,jeanbonapriso@gmail.com,Oui,Nuit,20h00 — 08h00,Non,Oui,Non
PHA0420,Officine Biyiti de Mvog-Ada,Yaoundé,Yaoundé III,Mvog-Ada,3.815918,11.570167,+237 690 506 700,biyitimvog-ada@gmail.com,Oui,Nuit,20h00 — 08h00,Oui,Oui,Non
PHA0421,Officine Onana de Kondengui,Yaoundé,Yaoundé II,Kondengui,3.808122,11.515627,+237 678 446 353,onanakondengui@yahoo.fr,Non,Standard,Lun–Sam 07h30–20h00,Oui,Non,Oui
PHA0422,Officine Wamba de Djoungolo,Yaoundé,Yaoundé V,Djoungolo,3.859749,11.610652,+237 655 894 437,wambadjoungolo@gmail.com,Oui,Permanente,24h/24 — 7j/7,Non,Non,Non
PHA0423,Officine Belinga de Bali,Douala,Douala II,Bali,4.022569,9.677539,+237 697 998 052,belingabali@sante.cm,Oui,Weekend,Sam–Dim 08h00 — 20h00,Non,Oui,Oui
PHA0424,Pharmacie Monique Cité Verte,Yaoundé,Yaoundé III,Cité Verte,3.855812,11.42873,+237 698 578 906,moniquecitéver@hotmail.com,Oui,Nuit,20h00 — 08h00,Non,Oui,Non
PHA0425,Pharmacie Jean Ahala,Yaoundé,Yaoundé VI,Ahala,3.805822,11.564959,+237 690 488 005,jeanahala@gmail.com,Oui,Permanente,24h/24 — 7j/7,Oui,Oui,Non
PHA0426,Pharmacie Étienne Ahala,Yaoundé,Yaoundé V,Ahala,3.93534,11.489358,+237 678 632 491,étienneahala@yahoo.fr,Non,Standard,Lun–Sam 07h00–21h00,Non,Non,Oui
PHA0427,Pharmacie Joseph PK14,Douala,Douala I,PK14,4.112298,9.662467,+237 693 713 531,josephpk14@yahoo.fr,Oui,Nuit,20h00 — 08h00,Non,Oui,Non
PHA0428,Officine Tchoupo de Simbock,Yaoundé,Yaoundé V,Simbock,3.815482,11.429513,+237 242 056 003,tchouposimbock@gmail.com,Non,Standard,Lun–Ven 08h00–19h00,Non,Non,Non
PHA0429,Officine Ateba de Nkongmondo,Douala,Douala V,Nkongmondo,4.011398,9.72383,+237 695 293 070,atebankongmond@pharmacie.cm,Oui,Nuit,20h00 — 08h00,Oui,Non,Non
PHA0430,Pharmacie du PK12,Douala,Douala II,PK12,4.043776,9.743659,+237 650 767 021,pk12@sante.cm,Oui,Weekend,Sam–Dim 08h00 — 20h00,Non,Oui,Non
PHA0431,Pharmacie de Deido,Douala,Douala VI,Deido,4.119336,9.732345,+237 694 792 245,deido@hotmail.com,Oui,Weekend,Sam–Dim 08h00 — 20h00,Non,Non,Non
PHA0432,Pharmacie Gabriel Mboppi,Douala,Douala V,Mboppi,4.007627,9.640456,+237 651 175 843,gabrielmboppi@yahoo.fr,Oui,Weekend,Sam–Dim 08h00 — 20h00,Non,Oui,Non
PHA0433,Pharmacie André Bangue,Douala,Douala III,Bangue,4.097784,9.747798,+237 677 000 073,andrébangue@hotmail.com,Non,Standard,Lun–Sam 08h00–18h30,Oui,Oui,Oui
PHA0434,Pharmacie Claire Soboum,Douala,Douala I,Soboum,4.094973,9.736885,+237 655 038 999,clairesoboum@sante.cm,Non,Standard,Lun–Sam 08h00–18h30,Non,Oui,Non
PHA0435,Officine Abega de Bonanjo,Douala,Douala III,Bonanjo,4.050326,9.745858,+237 243 885 774,abegabonanjo@sante.cm,Oui,Permanente,24h/24 — 7j/7,Non,Non,Oui
PHA0436,Pharmacie du Ndokoti,Douala,Douala V,Ndokoti,3.996494,9.728597,+237 242 992 210,ndokoti@hotmail.com,Non,Standard,Lun–Ven 08h00–19h00,Non,Oui,Non
PHA0437,Pharmacie du PK10,Douala,Douala III,PK10,3.969864,9.704501,+237 679 264 459,pk10@gmail.com,Oui,Nuit,20h00 — 08h00,Non,Oui,Oui
PHA0438,Pharmacie du Bonaloka,Douala,Douala III,Bonaloka,4.086371,9.742113,+237 698 960 711,bonaloka@pharmacie.cm,Oui,Permanente,24h/24 — 7j/7,Non,Non,Oui
PHA0439,Officine Assamba de New Bell,Douala,Douala VI,New Bell,4.066609,9.628528,+237 653 299 557,assambanewbell@sante.cm,Non,Standard,Lun–Sam 07h00–21h00,Non,Oui,Non
PHA0440,Pharmacie de Bonaloka,Douala,Douala II,Bonaloka,4.120435,9.69828,+237 694 793 387,bonaloka@gmail.com,Oui,Weekend,Sam–Dim 08h00 — 20h00,Oui,Non,Oui
PHA0441,Pharmacie Cécile Nkol-Afeme,Yaoundé,Yaoundé II,Nkol-Afeme,3.926154,11.455947,+237 692 080 958,cécinkol-afeme@pharmacie.cm,Non,Standard,Lun–Sam 08h00–18h30,Non,Oui,Oui
PHA0442,Officine Mbarga de Ngoa-Ekélé,Yaoundé,Yaoundé III,Ngoa-Ekélé,3.82182,11.493827,+237 652 039 121,mbargangoa-eké@yahoo.fr,Non,Standard,Lun–Sam 07h30–20h00,Non,Oui,Non
PHA0443,Pharmacie de Ndoghem,Douala,Douala II,Ndoghem,4.019928,9.736104,+237 691 678 633,ndoghem@sante.cm,Non,Standard,Lun–Ven 08h00–19h00,Oui,Oui,Oui
PHA0444,Pharmacie du Akwa,Douala,Douala III,Akwa,4.083042,9.651995,+237 243 336 524,akwa@sante.cm,Non,Standard,Lun–Sam 07h00–21h00,Oui,Non,Non
PHA0445,Pharmacie Bruno Madagascar,Yaoundé,Yaoundé V,Madagascar,3.853,11.599123,+237 678 827 792,brunomadagasca@pharmacie.cm,Non,Standard,Lun–Sam 08h00–18h30,Oui,Oui,Non
PHA0446,Pharmacie du Kotto,Douala,Douala II,Kotto,4.057412,9.732101,+237 691 575 821,kotto@yahoo.fr,Non,Standard,Lun–Sam 07h30–20h00,Oui,Oui,Oui
PHA0447,Pharmacie Biyiti,Yaoundé,Yaoundé I,Simbock,3.890823,11.452044,+237 655 569 958,biyiti@sante.cm,Oui,Nuit,20h00 — 08h00,Non,Oui,Non
PHA0448,Officine Nkeng de Bastos,Yaoundé,Yaoundé IV,Bastos,3.910762,11.573695,+237 690 318 014,nkengbastos@gmail.com,Non,Standard,Lun–Sam 08h00–18h30,Non,Non,Non
PHA0449,Pharmacie de Omnisports,Yaoundé,Yaoundé VI,Omnisports,3.907766,11.460818,+237 696 793 140,omnisports@yahoo.fr,Oui,Weekend,Sam–Dim 08h00 — 20h00,Oui,Oui,Non
PHA0450,Pharmacie Marie Obili,Yaoundé,Yaoundé IV,Obili,3.82084,11.554402,+237 696 209 921,marieobili@sante.cm,Oui,Permanente,24h/24 — 7j/7,Non,Non,Oui
PHA0451,Pharmacie Marc Nkoldongo,Yaoundé,Yaoundé VI,Nkoldongo,3.794878,11.450738,+237 650 586 650,marcnkoldongo@pharmacie.cm,Non,Standard,Lun–Ven 08h00–19h00,Non,Non,Non
PHA0452,Pharmacie Zang,Yaoundé,Yaoundé V,Biteng,3.908144,11.512577,+237 242 598 366,zang@sante.cm,Oui,Nuit,20h00 — 08h00,Non,Oui,Non
PHA0453,Pharmacie de Village,Douala,Douala VI,Village,4.09837,9.728951,+237 243 857 778,village@yahoo.fr,Non,Standard,Lun–Sam 07h00–21h00,Non,Oui,Oui
PHA0454,Pharmacie Mvogo,Yaoundé,Yaoundé VI,Omnisports,3.949189,11.498794,+237 678 467 636,mvogo@pharmacie.cm,Non,Standard,Lun–Sam 07h30–20h00,Non,Oui,Non
PHA0455,Pharmacie Louis Carrière,Yaoundé,Yaoundé II,Carrière,3.786003,11.565671,+237 654 103 758,louiscarrière@gmail.com,Oui,Nuit,20h00 — 08h00,Non,Oui,Oui
PHA0456,Pharmacie Saint-Dominique,Yaoundé,Yaoundé VII,Ekounou,3.935372,11.503028,+237 653 368 954,dominique@gmail.com,Non,Standard,Lun–Sam 08h00–18h30,Non,Oui,Oui
PHA0457,Pharmacie du Nkoabang,Yaoundé,Yaoundé I,Nkoabang,3.908828,11.486362,+237 695 206 360,nkoabang@hotmail.com,Oui,Nuit,20h00 — 08h00,Oui,Non,Non
PHA0458,Officine Mvé de PK10,Douala,Douala V,PK10,4.102337,9.740526,+237 696 135 845,mvépk10@pharmacie.cm,Oui,Weekend,Sam–Dim 08h00 — 20h00,Non,Oui,Non
PHA0459,Officine Wamba de Bangue,Douala,Douala I,Bangue,4.098122,9.702196,+237 652 660 584,wambabangue@hotmail.com,Oui,Permanente,24h/24 — 7j/7,Non,Non,Oui
PHA0460,Pharmacie de la Grâce,Yaoundé,Yaoundé III,Ngoa-Ekélé,3.877031,11.432773,+237 699 128 236,grâce@yahoo.fr,Non,Standard,Lun–Sam 07h30–20h00,Non,Oui,Non
PHA0461,Pharmacie Cécile Efoulan,Yaoundé,Yaoundé I,Efoulan,3.7844,11.499155,+237 654 086 398,céciefoulan@hotmail.com,Oui,Nuit,20h00 — 08h00,Oui,Oui,Oui
PHA0462,Pharmacie Marie Nkomo,Yaoundé,Yaoundé V,Nkomo,3.889675,11.538291,+237 650 041 005,marienkomo@sante.cm,Non,Standard,Lun–Sam 07h30–20h00,Non,Oui,Non
PHA0463,Pharmacie Cyprien PK14,Douala,Douala V,PK14,4.045795,9.6347,+237 692 806 255,cyprienpk14@gmail.com,Non,Standard,Lun–Ven 08h00–19h00,Non,Oui,Oui
PHA0464,Pharmacie Gabriel Biteng,Yaoundé,Yaoundé IV,Biteng,3.768075,11.505442,+237 696 429 753,gabrielbiteng@hotmail.com,Non,Standard,Lun–Dim 08h00–20h00,Non,Oui,Oui
PHA0465,Pharmacie Gabriel Bonamoussadi,Douala,Douala IV,Bonamoussadi,4.105851,9.706164,+237 655 026 739,gabrielbonamou@gmail.com,Oui,Permanente,24h/24 — 7j/7,Non,Non,Oui
PHA0466,Officine Ndjock de Koumassi,Douala,Douala II,Koumassi,4.096119,9.748702,+237 697 098 309,ndjockkoumassi@sante.cm,Non,Standard,Lun–Dim 08h00–20h00,Non,Non,Oui
PHA0467,Officine Assamba de Olembe,Yaoundé,Yaoundé VII,Olembe,3.937186,11.478367,+237 233 308 328,assambaolembe@gmail.com,Oui,Weekend,Sam–Dim 08h00 — 20h00,Oui,Oui,Non
PHA0468,Officine Mbarga de Odza,Yaoundé,Yaoundé I,Odza,3.911997,11.483898,+237 695 527 293,mbargaodza@yahoo.fr,Non,Standard,Lun–Dim 08h00–20h00,Non,Oui,Non
PHA0469,Pharmacie Saint-Claire,Yaoundé,Yaoundé V,Nkoldongo,3.827948,11.395389,+237 650 269 070,claire@yahoo.fr,Oui,Permanente,24h/24 — 7j/7,Non,Non,Non
PHA0470,Pharmacie Bruno Carrière,Yaoundé,Yaoundé IV,Carrière,3.782771,11.432748,+237 654 465 048,brunocarrière@sante.cm,Non,Standard,Lun–Sam 07h30–20h00,Non,Oui,Non
PHA0471,Pharmacie François Bonaloka,Douala,Douala VI,Bonaloka,4.017961,9.769535,+237 693 225 598,françoisbonalo@gmail.com,Oui,Permanente,24h/24 — 7j/7,Non,Non,Non
PHA0472,Pharmacie Raphaël Sodiko,Douala,Douala II,Sodiko,3.998352,9.702771,+237 697 120 083,raphaëlsodiko@hotmail.com,Non,Standard,Lun–Sam 08h00–18h30,Non,Non,Oui
PHA0473,Pharmacie Tabi,Yaoundé,Yaoundé I,Olembe,3.863149,11.597905,+237 233 029 525,tabi@gmail.com,Oui,Weekend,Sam–Dim 08h00 — 20h00,Non,Oui,Oui
PHA0474,Pharmacie Damien Akwa,Douala,Douala III,Akwa,4.108806,9.754645,+237 697 788 689,damienakwa@gmail.com,Non,Standard,Lun–Ven 08h00–19h00,Non,Oui,Oui
PHA0475,Officine Simo de Nkolbisson,Yaoundé,Yaoundé III,Nkolbisson,3.888279,11.462949,+237 654 301 726,simonkolbisson@gmail.com,Oui,Nuit,20h00 — 08h00,Oui,Non,Oui
PHA0476,Officine Nguele de Nlongkak,Yaoundé,Yaoundé V,Nlongkak,3.919486,11.563496,+237 694 112 270,nguenlongkak@pharmacie.cm,Non,Standard,Lun–Sam 08h00–18h30,Non,Oui,Non
PHA0477,Pharmacie Saint-Cécile,Yaoundé,Yaoundé II,Odza,3.839513,11.463549,+237 678 927 760,cécile@pharmacie.cm,Non,Standard,Lun–Sam 08h00–18h30,Non,Oui,Oui
PHA0478,Pharmacie Tchoupo,Yaoundé,Yaoundé I,Tsinga,3.907481,11.48969,+237 677 549 155,tchoupo@yahoo.fr,Non,Standard,Lun–Dim 08h00–20h00,Non,Non,Non
PHA0479,Officine Bello de Boko,Douala,Douala III,Boko,3.978367,9.734838,+237 654 367 497,belloboko@gmail.com,Non,Standard,Lun–Sam 07h30–20h00,Oui,Oui,Oui
PHA0480,Officine Nkoa de Ndog-Passi III,Douala,Douala II,Ndog-Passi III,4.099866,9.755506,+237 650 803 701,nkoandog-passi@pharmacie.cm,Oui,Permanente,24h/24 — 7j/7,Non,Oui,Non
PHA0481,Officine Engoulou de Nyalla,Douala,Douala IV,Nyalla,3.971284,9.695608,+237 697 522 543,engoulounyalla@pharmacie.cm,Oui,Permanente,24h/24 — 7j/7,Non,Oui,Non
PHA0482,Pharmacie Gabriel Akwa,Douala,Douala IV,Akwa,4.052408,9.690065,+237 650 412 520,gabrielakwa@gmail.com,Oui,Weekend,Sam–Dim 08h00 — 20h00,Oui,Non,Oui
PHA0483,Pharmacie du Bonapriso,Douala,Douala I,Bonapriso,3.993209,9.655589,+237 695 920 603,bonapriso@hotmail.com,Non,Standard,Lun–Dim 08h00–20h00,Non,Oui,Oui
PHA0484,Pharmacie Gabriel Bassa,Douala,Douala V,Bassa,4.072001,9.642844,+237 692 725 757,gabrielbassa@pharmacie.cm,Oui,Permanente,24h/24 — 7j/7,Non,Non,Non
PHA0485,Officine Simo de Messa,Yaoundé,Yaoundé II,Messa,3.881575,11.474678,+237 653 815 216,simomessa@pharmacie.cm,Non,Standard,Lun–Sam 07h00–21h00,Non,Non,Non
PHA0486,Pharmacie Mbarga,Yaoundé,Yaoundé VI,Essos,3.801492,11.45904,+237 694 692 541,mbarga@yahoo.fr,Oui,Permanente,24h/24 — 7j/7,Non,Non,Oui
PHA0487,Pharmacie Patrick Bonaberi,Douala,Douala III,Bonaberi,4.018514,9.698357,+237 699 660 674,patrickbonaber@sante.cm,Oui,Nuit,20h00 — 08h00,Non,Oui,Non
PHA0488,Officine Bikié de Kotto,Douala,Douala IV,Kotto,3.998468,9.7422,+237 690 780 528,bikiékotto@pharmacie.cm,Oui,Nuit,20h00 — 08h00,Non,Non,Oui
PHA0489,Pharmacie Marie Mimboman,Yaoundé,Yaoundé IV,Mimboman,3.85399,11.512574,+237 690 704 667,mariemimboman@pharmacie.cm,Non,Standard,Lun–Ven 08h00–19h00,Oui,Non,Non
PHA0490,Officine Wamba de Sodiko,Douala,Douala VI,Sodiko,4.107464,9.691281,+237 653 701 416,wambasodiko@hotmail.com,Non,Standard,Lun–Sam 07h00–21h00,Non,Non,Oui
PHA0491,Officine Ondoa de Ndog-Bong,Douala,Douala VI,Ndog-Bong,3.980565,9.684844,+237 691 334 326,ondoandog-bong@pharmacie.cm,Oui,Nuit,20h00 — 08h00,Non,Non,Oui
PHA0492,Officine Nkeng de PK14,Douala,Douala I,PK14,4.079493,9.760714,+237 679 688 804,nkengpk14@gmail.com,Non,Standard,Lun–Dim 08h00–20h00,Non,Non,Non
PHA0493,Officine Essomba de Japoma,Douala,Douala IV,Japoma,4.128067,9.685365,+237 693 122 598,essombajapoma@pharmacie.cm,Oui,Nuit,20h00 — 08h00,Oui,Oui,Non
PHA0494,Pharmacie Gabriel Ndog-Passi III,Douala,Douala III,Ndog-Passi III,4.022307,9.681195,+237 243 374 767,gabrielndog-pa@pharmacie.cm,Oui,Permanente,24h/24 — 7j/7,Non,Oui,Oui
PHA0495,Pharmacie Anne Bastos,Yaoundé,Yaoundé V,Bastos,3.939572,11.562432,+237 694 001 145,annebastos@sante.cm,Oui,Weekend,Sam–Dim 08h00 — 20h00,Non,Oui,Non
PHA0496,Pharmacie Raphaël Simbock,Yaoundé,Yaoundé V,Simbock,3.934521,11.476569,+237 654 677 152,raphaëlsimbock@yahoo.fr,Oui,Nuit,20h00 — 08h00,Non,Oui,Non
PHA0497,Pharmacie de Essos,Yaoundé,Yaoundé I,Essos,3.778454,11.498897,+237 654 452 018,essos@pharmacie.cm,Oui,Nuit,20h00 — 08h00,Oui,Oui,Non
PHA0498,Pharmacie Monique Bessengue,Douala,Douala IV,Bessengue,4.064552,9.626259,+237 654 924 772,moniquebesseng@yahoo.fr,Oui,Permanente,24h/24 — 7j/7,Non,Oui,Non
PHA0499,Officine Tchoupo de Bonamoussadi,Douala,Douala I,Bonamoussadi,4.047511,9.632176,+237 653 908 692,tchoupobonamou@hotmail.com,Non,Standard,Lun–Sam 07h00–21h00,Oui,Non,Non
PHA0500,Officine Feudjio de Ndog-Bong,Douala,Douala II,Ndog-Bong,3.981598,9.686135,+237 233 008 679,feudjiondog-bo@sante.cm,Non,Standard,Lun–Sam 07h30–20h00,Non,Non,Oui
PHA0501,Officine Nguele de Mbanya,Douala,Douala V,Mbanya,4.034868,9.753595,+237 654 733 601,nguembanya@gmail.com,Oui,Nuit,20h00 — 08h00,Non,Oui,Non
PHA0502,Pharmacie de Etoudi,Yaoundé,Yaoundé V,Etoudi,3.889318,11.463226,+237 690 698 441,etoudi@sante.cm,Non,Standard,Lun–Sam 08h00–18h30,Non,Oui,Oui
PHA0503,Pharmacie Patrick Biyem-Assi,Yaoundé,Yaoundé I,Biyem-Assi,3.942801,11.504603,+237 651 515 816,patrickbiyem-a@hotmail.com,Non,Standard,Lun–Sam 07h00–21h00,Oui,Oui,Oui
PHA0504,Pharmacie de la Bien-être,Yaoundé,Yaoundé VII,Olembe,3.791624,11.505367,+237 693 151 308,bien-être@gmail.com,Non,Standard,Lun–Sam 08h00–18h30,Non,Oui,Non
PHA0505,Officine Nkoa de Ahala,Yaoundé,Yaoundé I,Ahala,3.829279,11.595348,+237 678 227 208,nkoaahala@yahoo.fr,Non,Standard,Lun–Dim 08h00–20h00,Non,Non,Non
PHA0506,Pharmacie de Bonapriso,Douala,Douala II,Bonapriso,4.012519,9.685112,+237 222 388 146,bonapriso@gmail.com,Oui,Permanente,24h/24 — 7j/7,Oui,Oui,Non
PHA0507,Officine Tabi de Mimboman,Yaoundé,Yaoundé IV,Mimboman,3.854741,11.610226,+237 692 235 642,tabimimboman@yahoo.fr,Non,Standard,Lun–Ven 08h00–19h00,Oui,Non,Non
PHA0508,Officine Abega de Tsinga,Yaoundé,Yaoundé VII,Tsinga,3.825031,11.425005,+237 654 381 741,abegatsinga@gmail.com,Non,Standard,Lun–Sam 08h00–18h30,Non,Non,Oui
PHA0509,Officine Elong de Mvog-Beti,Yaoundé,Yaoundé III,Mvog-Beti,3.814322,11.472237,+237 233 866 984,elongmvog-beti@yahoo.fr,Non,Standard,Lun–Sam 07h30–20h00,Non,Oui,Non
PHA0510,Officine Bikié de Ndog-Passi III,Douala,Douala I,Ndog-Passi III,3.984889,9.707102,+237 677 813 217,bikiéndog-pass@sante.cm,Oui,Permanente,24h/24 — 7j/7,Oui,Oui,Non
PHA0511,Officine Abega de Nlongkak,Yaoundé,Yaoundé VI,Nlongkak,3.905395,11.447759,+237 653 646 855,abeganlongkak@pharmacie.cm,Oui,Nuit,20h00 — 08h00,Non,Non,Oui
PHA0512,Officine Onana de Etoudi,Yaoundé,Yaoundé V,Etoudi,3.852555,11.522334,+237 693 060 273,onanaetoudi@hotmail.com,Non,Standard,Lun–Dim 08h00–20h00,Non,Non,Non
PHA0513,Pharmacie Augustin Youpwé,Douala,Douala II,Youpwé,4.118936,9.656844,+237 696 112 948,augustinyoupwé@gmail.com,Oui,Weekend,Sam–Dim 08h00 — 20h00,Non,Non,Non
PHA0514,Pharmacie de Nkoabang,Yaoundé,Yaoundé IV,Nkoabang,3.847298,11.571973,+237 690 459 915,nkoabang@hotmail.com,Non,Standard,Lun–Ven 08h00–19h00,Oui,Non,Oui
PHA0515,Officine Feudjio de Bassa,Douala,Douala III,Bassa,4.081112,9.664305,+237 650 890 470,feudjiobassa@sante.cm,Oui,Permanente,24h/24 — 7j/7,Non,Non,Non
PHA0516,Pharmacie François Mimboman,Yaoundé,Yaoundé VII,Mimboman,3.796491,11.410572,+237 654 340 555,françoismimbom@sante.cm,Non,Standard,Lun–Sam 07h00–21h00,Non,Non,Non
PHA0517,Officine Feudjio de Bali,Douala,Douala V,Bali,4.090462,9.777965,+237 696 300 177,feudjiobali@hotmail.com,Oui,Permanente,24h/24 — 7j/7,Non,Oui,Oui
PHA0518,Officine Eba de Boko,Douala,Douala II,Boko,4.022138,9.788592,+237 654 107 216,ebaboko@hotmail.com,Oui,Permanente,24h/24 — 7j/7,Oui,Non,Oui
PHA0519,Officine Djoumbi de Simbock,Yaoundé,Yaoundé I,Simbock,3.813449,11.550504,+237 651 025 013,djoumbisimbock@gmail.com,Oui,Permanente,24h/24 — 7j/7,Non,Non,Non
PHA0520,Pharmacie Pierre Efoulan,Yaoundé,Yaoundé VII,Efoulan,3.781247,11.453067,+237 692 293 883,pierreefoulan@yahoo.fr,Non,Standard,Lun–Sam 07h00–21h00,Oui,Oui,Non
PHA0521,Pharmacie Gabriel Essos,Yaoundé,Yaoundé III,Essos,3.91549,11.455859,+237 243 435 920,gabrielessos@sante.cm,Non,Standard,Lun–Dim 08h00–20h00,Oui,Non,Non
PHA0522,Officine Hamadou de Omnisports,Yaoundé,Yaoundé II,Omnisports,3.778097,11.42786,+237 678 159 973,hamadouomnispo@hotmail.com,Oui,Permanente,24h/24 — 7j/7,Non,Oui,Non
PHA0523,Pharmacie Joseph PK8,Douala,Douala VI,PK8,3.981033,9.686377,+237 699 181 978,josephpk8@yahoo.fr,Oui,Permanente,24h/24 — 7j/7,Non,Non,Non
PHA0524,Pharmacie Marie Soboum,Douala,Douala II,Soboum,3.971802,9.667694,+237 699 599 221,mariesoboum@sante.cm,Oui,Nuit,20h00 — 08h00,Non,Oui,Oui
PHA0525,Pharmacie François Bassa,Douala,Douala VI,Bassa,4.026157,9.718476,+237 691 156 592,françoisbassa@sante.cm,Non,Standard,Lun–Sam 08h00–18h30,Non,Non,Non
PHA0526,Pharmacie Claire Boko,Douala,Douala III,Boko,4.120028,9.686384,+237 695 711 612,claireboko@sante.cm,Oui,Permanente,24h/24 — 7j/7,Oui,Non,Non
PHA0527,Officine Nlend de Santa Barbara,Yaoundé,Yaoundé VII,Santa Barbara,3.846202,11.434936,+237 697 017 535,nlendsantabarb@gmail.com,Non,Standard,Lun–Ven 08h00–19h00,Non,Oui,Oui
PHA0528,Pharmacie Dominique Japoma,Douala,Douala VI,Japoma,4.075239,9.667071,+237 222 747 701,dominiquejapom@gmail.com,Non,Standard,Lun–Sam 08h00–18h30,Non,Non,Non
